Descrição,Not. autor
"Brodsky, Michel",
"Brody, Ana Hauser",
"Broeckhoven, Greta Van",
"Broeker, Holger",
"Broersen, Ellen",
"Brogger, Andreas",
"Broggi, C",
"Broggi, Silvia",
"Broggini, Luigi, 1908-1983",B866
"Brogi, Maria Grazia",
"Broglio, Mário",
"Broglio, Mário, 1891-1948",
"Brokking, Dirk",
"Brokoff, Ferdinand Maximilian, 1688-1731",B867
"Brolezzi, Renato",
"Bromberg, Márcio",
"Bromberg, Maria Cristina",
"Bromberg, Peter",
"Brombert, Beth Archer",M275br
"Brondi, Mauro David Artur",
"Bronfen, Elisabeth",
"Bronfman, Samuel",
"Brongniart, Alexandre, 1770-1847",
"Broniatowiski, Karol, 1945-",Bk869
"Bronner, Doreen",
"Bronson, A. A.",
"Bronson, Jessica, 1963-",Bj869
"Bronstein, Leo",E41br
"Bronzeado, Luiz",
Bronzino Et Al,
"Bronzino, Agnolo Di Cosimo Allori, 1503-1572",
"Broodthaers, Marcel, 1924-1976",B871
"Broodthaers, Maria Gilissen",
"Brook, Alexander",
"Brook, Federico, 1933-",B871
"Brooke, Janet M.",
"Brookner, Anita",W346ba
"Brooks, Alfred Mansfield",B873a
"Brooks, Aurelia R.",
"Brooks, James, 1906-1992",B873
"Brooks, Romaine, 1874-1970",
"Brooks, Van Wyck",B873e
"Brooks, Walter",
"Broos, Ben",M456m
"Broos, C.",
"Broquet, Amélie",
"Brose, Siegfried",
"Brosio, Valentino",B874s
"Bross, João Carlos",
"Brossa, Joan",
"Brossard de Beaulieu, François Louis, 1727-1810",
"Brossollet, J",
"Brothers, Darrell, 1931-",
"Brotherus, Elina, 1972-",
"Broto, José Manuel, 1949-",B874
"Broud, Norma",
"Broude, Norma",
"Brougher, Kerry",
"Broun, Elizabeth, 1946-",
"Brouwer, Adriaen, 1605?-1638",
"Brow, David Blauney",
"Brow, J. Carter",
"Brown, Alexander",
"Brown, Amy",
"Brown, Andrew",
"Brown, Betty Ann",
"Brown, Beverly Louise",B877g
"Brown, Carter",
"Brown, Christophe",
"Brown, Christopher",R385bc
"Brown, Clifford M",
"Brown, Clifford Malcolm",
"Brown, David",
"Brown, David Alan",R136bd
"Brown, David Blayney",B877o
"Brown, F. Carter",
"Brown, Ford Madox, 1821-1893",B878
"Brown, Frank E.",
"Brown, Gaye L",
"Brown, J. Carter",
"Brown, James, 1951-",
"Brown, Jeffrey R.",
"Brown, Jessica Bell",
"Brown, John",
"Brown, Jonathan",
"Brown, Joseph Epes",C978b
"Brown, Julia",
"Brown, Lelia, 1945-",BL878
"Brown, Lester R",B878p
"Brown, Milton Wolf",B883s
"Brown, Rita",
"Brown, Roger",
"Brown, Trisha, 1936-2017",B877
"Brown, Walter R",
"Brown, Will",
"Browne, Edith a",B877n
"Browne, Martha F.",
"Browner, Stephanie",
"Browning, Robert, 1812-1889",
"Brownlee, David B",B885b
"Brownlee, Peter John",
"Brown-Orso, Rian",
"Brownstone, Gilbert",
"Bru Domínguez, Eva",
"Bru, Roser, 1923-",B886
"Bruand, Yves",
Bruce Guenther,
"Bruce, Clarissa",
"Bruce, Edward Bright, 1879-1943",
"Bruce, Maria Stella",
"Bruce, Mike",
"Bruce, Robert D",
"Bruch, Hellmut, 1936-",
"Bruchard, Dorothée de",
"Bruckner, Edelweiss Mainhard Viana",
"Brüderlin, Markus",
"Brüderlin, Markusw",
"Bruegel, Abraham, 1631-1690",
"Bruegel, Jan, de Veludo, 1568-1626",
"Bruegel, Pieter, O Velho, 1525?-1569",
"Brueggemann, Alice, 1917-",
"Brueggemann, Marie-Louise",
Brueghel,B889
"Brueghel, Jan, de Veludo, 1568-1626",
"Brueghel, Pieter, O Jovem, 1564?-1637?",
"Bruegmann, Robert",
"Bruel, André Riekes",
"Bruel, David",
"Bruel, Deborah",
"Bruening, Peter, 1929-1970",
"Bruers, Antonio",
"Brueschweiler, Jura",
"Brüggebors, Nadine",
"Brüggemann, Jane, 1969-",
"Bruggen, Coosje van, 1942-2009",
"Bruggencate, K. Ten",B891e
"Brugger, Ingried",
"Brügger, Susanne, 1960-",
"Brughetti, Romualdo",B891i
"Brugiamolini, Fabiola",
"Brugnera, Wotan, 1966-",B891
"Bruguera, Tania, 1968-",
"Bruijne, Matthijs de, 1967-",
"Bruinjé, Rosa, 1936?-2009",Br891
"Brumbauch, Thomas",
"Brumlik, Vitor P.",
"Brummer, Ernest",
"Brun, Hans-Jakob",
"Brun, Robert",B894t
"Bruna, Paulo Julio Valentino, 1941-",
"Brundert, Willi",
"Bruneau, Claude",
"Brunel, Susana Blas",
"Brunelleschi, Filippo, 1377-1446",
"Brunelli, Silvan",
"Brunello, Renato, 1953-",B895
"Brunetti, Fabrizio",B895a
"Brunetti, Franco",
"Brunetti, Giulia",
"Brunetti, Maria Coli",
"Brunetti, Mario",
"Brunetto, Carlos Javier Castro",B895f
"Brunhammer, Yvonne",
Brunhilde Ringe,
"Bruni, Antonio Bartolomeo, 1757-1821",
"Bruni, Bruno, 1935-",B896
"Bruni, Paolo",
"Brunias, Agostino, 1730-1796",B896
"Brüning, Hans Heinrich, 1848-1928",Bh896
"Bruni-Sarkozy, Carla",
"Brunius, Teddy",
"Brunn, Anke",
"Brunn, Gerhard",T716p
"Brunner, Edy, 1943-",
"Brunner, Frank",
"Brunner, Herbert",
"Brunner, Monika",
"Brunner, Urs, 1944-",
"Brunni, A.",
"Bruno, 1947-",
"Bruno, Antonio",
"Bruno, Débora",
"Bruno, Ernani da Silva",
"Bruno, Ernani Silva",B898h
"Bruno, Ernesto",
"Bruno, Fabiana",
"Bruno, Ferdinando",
"Bruno, Gianfranco",
"Bruno, Gino, 1899-1977",B898
"Bruno, Giordano, 1548-1600",B898
"Bruno, Madson Albertini",B898
"Bruno, Maria Cristina de Oliveira",
"Bruno, Maria Cristina Oliveira",
"Bruno, Pietro Vittorio",B898a
"Bruno, Raffaele",PC645b
"Bruno, Rosario, 1945-",B898
"Brunson, Cecilia",
"Brus, Günter, 1938-",
"Brusa, Giuseppe",
"Brusa, Joice",
"Bruscaccio, Da Rovezzano, Séc. 14-15",
"Bruschweiler, Jura",
"Bruscky, Paulo, 1949-",Bu912
"Brush, Daniel, 1947-",
"Brüsky, Sonia Von, 1940-",B912
"Brusselmans, Jean, 1884-1953",Bj912
"Brustoloni, Gabriele",
"Brutin, Hugo",
"Bruxán Bran, Xosé M.",
"Bruyant, Florence",
"Bruyas, Alfred, 1821-1876",
"Bruyere, Marie-France",
"Bruyn, J.",
"Bruzzi, Hygina",
"Bruzzi, Rômulo, 1963-1993",B914
"Bruzzone, Dino, 1965-",
"Bry, Theodore de, 1528-1598",B915
Bryan Robertson,
"Bryan, Betsy M.",
"Bryant, Donald L.",
"Bryant, Edward",
"Bryant, Julius",V645b
"Bryant, R. A.",
"Bryan-Wilson, Julia, 1973-",B915
"Bryce Echenique, Alfredo",
"Bryce, Fernando, 1965-",
Brydon Smith,
"Bryk, Rut, 1916-1999",B916
"Bryngelsson, Lena",
"Bryson, John",
"Brzezinski, João Osorio, 1941-",Bj916
"Brzostoski, John",
"Brzozowski, Tadeusz, 1918-1987",
"Bteshe, Rafael",B916
"Buache, Freddy",B917c
"Buainain, Marcelo, 1962-",B917
"Buaiz, Angela",
"Bual, Artur, 1926-1999",
"Buarque de Holanda, Sérgio, 1902-1982",
"Buarque, Cristóvam",
"Buarque, Irene, 1943-",Bi917
"Bubenik, Gernot, 1942-",B917
"Bübler, Martin",
"Bucaille, MAX",
"Bucalo-Mussely, Serena",
"Bucarelli, Palma",B918g 1951
"Buccellato, Laura",
"Bucchi, Wadico",
"Bucci, Eugênio",B918u
"Bucci, Livia",
"Bucci, Mario",C433b
"Bucci, Moreno",
"Buch, Hugo Arne",
"Buch, Kim, 1957-",
"Buchanan, Donald W.",
"Buchanan, John E., Jr",
"Buchanan, Ruth, 1980-",B919
"Buchanan, William",nA613
"Buchard, Pablo, 1875-1964",
"Bucher, Brigit",
"Bucher, Carl, 1935-2015",
"Bucher, Franz, 1928-",
"Buchhart, Dieter, 1971-",
"Buchheim, Lothar-Guenther",B919k
"Buchheister, 1890-1964",B919
"Buchholtz, Jacques, 1943-",
"Buchholz, Carlos",
"Buchholzer, Bo",
"Buchloh, Benjamin H. D.",
"Buchmann, Luciano",A544b
"Buchmann, Sabeth",Oh39h
"Büchner, Joachim",
"Buchon, MAX, 1818-1869",
Buchotte,
"Buchser, Frank, 1828-1890",
"Buchwald, Michael, 1943-",
"Buchweitz, Suzanne",
"Buck Junior, Robert T.",
"Buck, Elizabeth",
"Buck, F.",B922
"Buck, Jurge",
"Buck, Kim, 1957-",
"Buck, Louisa",
"Buck, Rebecca A.",
"Buck, Richard D.",
"Buck, Robert",
"Buckley, Charles E.",
"Buckley, Tom",
"Bucklow, Christopher, 1957-",B924
"Buck-Morss, Susan",
"Budd, Rainer",
"Budde, Rainer",
"Budge, E. A. Wallis",B927a
"Budigna, Luciano",L729b
"Budinis, Cornelio",O61b
"Budu, Cristian",
"Budvytytè, Eglè, 1981-",
"Buechner, Joachim",
"Buehler, Martin",
"Büel, Romaric Sulger",
"Buenaventura, Gustavo",
"Buendia Muñoz, José Rogelio",G724b
"Buendia, J. Rogelio",MP981b
"Buennos, Paulo, 1955-",
"Bueno,  Guilherme",
"Bueno, Alexei",
"Bueno, Beatriz Piccolotto Siqueira",
"Bueno, Carlos A. B.",
"Bueno, Claudio, 1983-",
"Bueno, Clodoaldo",
"Bueno, Cunha",
"Bueno, Eduardo",
"Bueno, Fábio Martins",
"Bueno, Fernando, 1954-",B928
"Bueno, Franciele",
"Bueno, Graça",
"Bueno, Guilherme",
"Bueno, Guilhermo",
"Bueno, Joel Luiz",
"Bueno, Juliana Cristina Gonçalves",
"Bueno, Maria Lucia",
"Bueno, Mario, 1919-2001",Bm928
"Bueno, Maurício, 1939-",
"Bueno, Tomás Rosa",
"Bueno, Walter Clark",
"Bueno-Boutellier, Sophie, 1974-",
"Buergel, Roger M., 1962-",B928
"Büergi, Bernhard",
"Buergo, Adriano, 1964-",B928
"Buetti, Daniele",
"Bufalino, Gesualdo",
"Buff, Barbara Ball",
"Buffenoir, Maximilien",
"Buffet, Bernard, 1928-1999",B929
"Buffet-Challié, Laurence",
"Buffinga, A.",
"Buffon, Georges-Louis Leclerc, Conde, 1707-1788",
"Buffoni, Bramante, 1912-1989",B929
"Buffoni, Decio",
"Bufill, Juan, 1955-",
"Buford, Robert",B953d
"Bugallo Rodríguez,  Ánxela",
"Bugallo, Francisco, 1958-",B931
"Bugiardini, Giuliano, 1475-1554",
"Bugionovi, Franco",
"Bugner, Ladislas",
"Buhler, Martin",
"Bührer, Dietmar",
"Bührle, Emil George, 1890-1956",
"Buic, Jagoda, 1930-",B932
"Buisseret, Louis, 1888-1956",
"Buitoni, Alba",
"Buitron-Oliver, Diana",
"Bujon, Guy",Pr957bd
"Bukdahl, Else Marie, 1937-",
"Buland, Jean Eugène, 1852-1927",B933
"Bulánov, Dmitri Anatólievitch, 1898-1942",
"Bulario, Paulo",
"Bulatov, Erik, 1933-",
"Bulcão, Athos, 1918-2008",B933
"Bulcke, Guy, 1931-",
"Bulgakov, A.",
"Bulgari, Alessia",
"Bulgheroni, Teresa Aguirre Lanari de",
"Bulhões, Antônio",
"Bulhões, Felix de",
"Bulhões, Maria Amélia",
"Buljevic, Zvonimir, 1933-2006",B933
"Bull, Clarence Sinclair",
"Bull, David",B444b
"Bull, Stefani",
"Bullard, E. John",
"Bullen, J. B.",
"Bullet, Pierre, 1639-1716",
"Bulliot, J. G",B937a
"Bullock, Barbara",
"Bullock, John G., 1854-1939",
"Bullock, Michael",
"Bullock, Wjnn, 1902-1975",B938
"Bullrich, Enrique",
"Bumajny, Mariselda, 1947-",B941
"Bunchaft, Rosa, 1967-",
"Bundorf, Michele",
"Bünemann, Joachim",
"Bunga, Carlos, 1975-",
"Bunge, Silvina Ruiz Moreno de, 1951-",B942
"Bungner, Otto, 1890-1965",
"Bunk, Holger, 1954-",B942
"Bunnell, Peter C.",
"Bunschoten, Raoul",
"Buñuel, Luis, 1900-1983",
"Buny, Elizabeth",
"Buonano, Débora Gigli",
"Buonarroti, Filippo, 1661-1733",
"Buongiovanni, Aldo",
"Buontalenti, Bernardo, Ca.1531-1608",
"Buoro, Anamelia Bueno",B944o
"Buosi, Rafael",
"Buraglio, Pierre, 1939-",B945
"Buranelli, Francesco",
"Buraye, Denise, 1965-",
"Burbano, Andres",
"Burbridge, Graham Howell Izabel",
"Burbridge, Izabel Murat",
"Burca, Benjamin de, 1975-",
"Burch, Jordi",
"Burchard, Hartwig, 1920-2014",B947
"Burchard, John Ely",
"Burchard, L.",
"Burchartz, MAX",B947g
"Burchell, William John, 1781-1863",
"Burchfield, Charles, 1893-1967",Bc947
"Burchhart, Dieter",
"Burchielli, Francesco",
"Burckart, Kenneth C.",
"Burckhardt, Jacob",B948g
"Burckhardt, Jacqueline",
"Burckhardt, Lucius",
"Burckhardt, Rudolph",
"Burden, Chris, 1946-2015",
"Burdick, John",
"Burdmann, Najma, 1926-2015",
"Buren, Daniel, 1938-",B952
"Buren, E. Douglas Van",B952a
"Burén, Jan Af",
"Burford, Robert, 1792-1861",
"Burg, Andrea",
"Burg, Tobias",
"Burger, Clara",
"Burger, Cristina, 1948-",
"Burger, Fritz",B954
"Burger, Gary",
"Bürger, Peter",B954t
"Burger, Stefan",
"Burgert, Jonas, 1969-",B954
"Burgess, Renate",
"Burgh, John",
"Bürgi, Bernhard",
"Burgi, Sergio, 1958-",
"Burgin, Victor, 1941-",
"Burgos, Fabián, 1962-",
"Burguer, Monique",
"Bürguer, Peter",
"Burgui, Sergio",
"Burílin, Sérguei Petróvitch, 1876-1942",
"Burity, Tarcisio",
"Burjato, Fernando, 1972-",
"Burke, Christopher",
"Burke, James D.",
"Burke, Joseph",H715bc
"Burke, Liam",
"Burke, Marcus B.",
"Burke, Right Hon. Edmund",B959p
"Burkert, Herbert",
"Burkhard, Balthasar, 1944-",B959
"Burkhardt, François",
"Burko, Diane, 1945-",B959
"Burla, Thomas",
"Burlamaqui, Luiza, 1983-",
"Burle Marx, Roberto, 1909-1994",B961
"Burlin, Paul, 1886-1969",
"Burlingham, Cynthia, 1955-",
"Burlington, Richard Boyle, Conde de, 1694-1753",
"Burliuk, David Davídovitch, 1882-1967",
"Burne-Jones, Edward, 1833-1898",
"Burne-Jones, G.",B963
"Burnett, David",
"Burnett, R. Will",B964L
"Burnham, Daniel Hudson, 1846-1912",
"Burns, Diane",B972d
"Burns, Lord",
"Burocco, Laura",
"Burollet, Therese",
"Buronzo, V.",
"Burra, Edward, 1905-1976",B968
"Burrell, Constance",
"Burrell, William, 1861-1958",
"Burrett, A.",
"Burri, Alberto, 1915-1995",B971
"Burri, René, 1933-2014",
"Burri, Romolo",
"Burrichter, Gunther",
"Burridge, Michael D.",B971
"Burris, Ken",
"Burris-Meyer, Harold",B971t
"Burrison, John A.",
"Burros, Christina",
"Burroughs, William",
"Burrus, Christina",
"Burssens, Gaston",J58b
"Burstein, Barney",
"Bursze, Julius",
"Bursztyn, Feliza, 1933-1982",
"Burt, Michel, 1931-",
"Burton, Johanna",
"Burton, Michel, 1926-",
"Burton, Scott, 1939-1989",B974
"Burton, W.",B974
"Buruma, Ian",
"Burura, Roberto",
"Bury, Adrian, 1891-1991",B975
"Bury, Claus",
"Bury, John",B975a
"Bury, Michael",S238b
"Bury, Pol, 1922-2005",B975
"Bury, Shirley",
"Busarello, Daniela, 1973-",B976
"Buscaglione, Augusta",
"Buscaroli, Rezio",F518b
"Busch, Akiko",
"Büsch, Fritz, Séc. 19/20",
"Busch, Günter",
"Busch, John",
"Busch, K. D.",
"Busch, Marion",
"Busch, Werner",
"Buschbeck, Ernst H.",B977
"Busche, Ernst A.",
"Büscher, Wolfgang",R241b
"Buschhoff, Anne",
"Buschiazzo, Félix E.",
"Buschiazzo, Mario J.",B997
"Buschmann, P., Jr",Jj82b
"Busek, Erhard",
"Bush, Jack, 1909-1977",B978
"Bush, Kate",
"Bush, Ricarda",
"Bushart, Bruno",Hh723b
"Bushart, Magdalena",
"Bushnell, G. H. S.",
"Busignani, Alberto",
"Busiri, Giovanni Battista, 1698-1757",
"Buski, Ruzgar",
"Busnello, Ellis D'arrigo",
"Buss, Diva Elena, 1943-",
"Bussab, Jorge Rachid, 1927-",B981
"Bussabarger, Robert F",B981e
"Bussagli, Marco, 1957-",
"Bussagli, Mario, 1917-1988",
"Busse, Joachim",B981i
"Bussel, Gerard W. van",
"Bussers, Helena",
"Bussfeld, Klaus",
"Bussmann, Annette",
"Bussmann, G.",
"Bussmann, Klaus",
"Bussy, Jane-Simone, 1906-1960",
"Bussy, Simon, 1870-1954",
"Bustamante y Rivero, José Luis",
"Bustamante, Jean-Marc, 1952-",Bj982
"Bustani, José Mauricio",
"Bustelli, Francesco Antonio, 1723-1763",
"Busti, Giulio",
"Bustorff, Maria João",
"Bustos, Adriana, 1965-",
"Busuioceanu, Al.",
"Butcher, Camila, 1951-",B983
"Butcher, Willard C.",
"Buthelezi, Mbogeni, 1965-",Bm983
"Buti, Marco, 1953-",B984
"Buti, Remo",
"Butin, Hubertus",
"Butler, Charles",
"Butler, Cornelia",
"Butler, Horacio-Alberto, 1897-1983",
"Butler, Judith",
"Butler, Nola",
"Butler, Reg, 1913-1981",B986
"Butler, Roger",
"Butlin, Martin",
"Butor, Michel, 1926-",
"Butt, Zoe",
"Butterfield, Andrew",B988i
"Butterfield-Rosen, Emmelyn",B988
"Butters, Isabel",
"Buttiglione, Rocco",
"Buttin, Charles",
"Buttitta, Antonino",
"Büttner, Werner, 1954-",
"Butts, Barbara",B988m
"Butzer, André, 1973-",B989
"Buvelot, Quentin",
"Buvik, per",
"Buxadé, Carles, 1942-",
"Buxton, Mary Hancock",
"Buys, Simone",
"Buyse, Anita",
"Buysse, Georges, 1864-1916",
"Buyssens, Danielle",B992p
"Buzanovsky, Maria",
"Buzelin, Camila, 1984-",B991
"Buzgova, Eva",
"Buzi, Leopoldo",
"Buzzati, Dino",
"Buzzi, Paolo, 1874-1956",
"Buzzoni, Andrea",
"Byars, James Lee, 1932-1997",B993
"Bydzovska, Lenka, 1956-",
Byeonggwan Jeong,
"Byington, Elisa",B993p
"Byne, Arthur",B994s
"Byne, Mildred Stapley",
"Byrd, Antawan",
"Byrne, Donal",
"Byrne, Janet S.",
"Byrne, Sarah",
"Byron, George Gordon, 1788-1824",
"Byron, Robert",B996b
"Bysted, Peter, 1951-",
"Byterbier, P.",
"Bytsenko, Anastassia",
"Byun, Jin Eui",
"Byun, Wonkyung",
C. C. Conningham,
C. C. Cunningham,
C. Clericetti,
C. Colombo,
C. Federico Teodoro,
C. G. Londonio,
"C., Michael Marcellino",
C.A. Abspoel,
C.A. Burland,
C.A. Schoemaker,
C.A. Zolokovitch,
C.C. Cunningham,
C.C. Cunnnigham,
C.C. Wong,
C.H. Mitchell,
C.L.,
"Caballero Bonald, Jose Manuel",
"Caballero López, M.",
"Caballero y Lastres, Daniel",
"Caballero, Antonio",MB986c
"Caballero, José, 1915-1991",Cj112
"Caballero, Luis, 1943-",C112
"Caballero, Manuel",
"Cabana, Camille",
"Cabañas, Kaira Maria, 1974-",
"Cabanas, Manuel, 1902-1995",C113
"Cabanne, Pierre",R385cp
"Cabello, Julio",
"Cabello, Maristela, 1969-",
"Cabellos, Malú, 1977-",Cm114
"Cabelo, 1967-",C114
"Cabet, Étienne, 1788-1856",
"Cabeza, Angel",
"Cabezon, Isaias",
"Cabianca, Iacopo, 1809-1878",
"Cabianca, Vincenzo, 1827-1902",
"Cabieses, Fernando",
"Caboclo, Nhô, 190?-1976",
"Cabot, Antoni, 1950-",C116
"Cabot, Roberto, 1963-",C116
"Cabot, Roland, 1929-2020",C116
"Cabra, Luigi",
"Cabral, Alex, 1962-",CL117
"Cabral, Álvaro",
"Cabral, Antonio, 1948-",C117
"Cabral, Astrid",
"Cabral, Eduardo, 1955-",
"Cabral, Fernando Frank",
"Cabral, Isabella",F439c
"Cabral, João de Pina",
"Cabral, Magaly",
"Cabral, Maria Cristina",
"Cabral, Pedro Alvares, 1467-1520",
"Cabral, Pina",
"Cabral, Taís",
"Cabral, Valéria",
"Cabral, Valéria Maria Lopes",
"Cabrall, Segiane",
"Cabré Moré, Enrique",Cf293c
"Cabrera, Geles, 1929-",C117
"Cabrera, German, 1903-1990",Cg117
"Cabrera, Lydia, 1899-1991",
"Cabrera, Miguel",
"Cabrera, Roberto",
"Cabutti, Lucio",
"Caby, Robert",
"Cacan, Adeline, 1918-2013",C118
"Cacchione, Orianna",
"Cacciapaglia, Margit",
"Cacciatore, Olga Gudolle, 1920-",C118
"Caccuri, Vivian, 1986-",
"Caceres, Jose Maria, 1941-",
"Cáceres, Ramón, 1944-",C118
"Cáceres-Sobrea, Carlos, 1923-2014",
"Cachem, Françoise",
"Cachen, Lucien",
"Cachin, Françoise, 1936-2011",
Cacilda Teixeira da Costa,
"Cadeira, Paulo da Terra",
"Cadellans, Maria José",
"Cadieux, Genevieve, 1955-",
"Cadôr, Amir Brito, 1976-",Ca125
"Cadorin, Guido, 1892-1976",C125
"Caeiro, Manuel, 1975-",
"Caeiro, Miguel Lopez",
"Caesar, Doris, 1892-1971",
"Caetano, Antonio",
"Caetano, David",
"Caetano, Gerardo",
"Caetano, Juliana",
"Caetano, Paula",
"Caetano, Selma",
"Cafaldo, Marcelo, 1972-",
"Cafarelli, Irene",
"Caffé, Eliane",
"Cafferecci, Carlo Z.",
"Caffin, Charles H.",C129s
"Cafi, 1950-2019",C129
"Cafritz, Peggy Cooper, 1947-2018",C129
"Cage, John, 1912-1992",Cj131
Cagli,C131
"Cagli, Corrado, 1910-1976",C131
"Caglioti, Francesco",
"Cagnacci, Guido, 1601-1663",Cg131
"Cagnaccio, Di San Pietro, 1897-1946",Ca131
"Cagnetta, Franco",
"Cagnola, Luigi, 1762-1833",
"Cahana, Alice Lok, 1929-",
"Cahen, Gustave",B756c
"Cahen, Lucien",
"Cahen, Oscar, 1916-1956",C132
"Cahn, Isabelle",C425ci
"Cahn, Miriam, 1949",Ca132
"Cahouet, Frank V.",
"Cahun, Claude, 1894-1954",
"Cai Guo-Qiang-, 1957",C133
"Caíca, 1954-",C133
"Caicedo, Andrés, 1951-1977",
"Caiger-Smith, Martin",
"Caillaud, Aristide, 1902-1990",Ca134
"Caille, Bernadette",
"Caille, Pierre, 1912-1996",
"Caillebotte, Gustave, 1848-1894",Cg134
"Cailler, Pierre",
"Caillet-Bois, Horacio, 1898-1968",
"Cailleux, Jean",
"Caillois, Roger",C134a
"Cain, Julien",
"Cains, Carol",
"Caires, Martinho",
"Cairola, Stefano",
"Cais, Nino, 1969-",C137
"Caito, 1952-",
"Caixeta, Gabriel",
"Caixeta, João",
"Cajani, Franco",C139b
"Cajaty, Paula",
"Cakoff, Leon, 1948-2011",
"Calabi, Augusto",C141i
"Calabi, Daniele, 1906-1964",Ca141
"Calabi, Donatella",
"Calabre, Lia",
"Calabrese, Omar",
"Calabrese, Stefano",
"Calabresi, Aldo, 1930-2004",
"Calabria, Ennio, 1937-",C141
"Calábria, Mário",
"Calabrone, Dalva de Abrantes",
"Calabrone, Domenico, 1928-2000",Cd141
"Calabrone, Raquelita",
"Calaça, Cláudia",
"Calado, Rafael Salinas",
"Calaferte, Louis",
"Calamai, Corradino",Ma196c
"Calamandrei, Franco",
"Calamandrei, Mauro",C141a
"Calame, Alexandre, 1810-1864",
"Calandra, Enrico",C142b
"Calapez, Pedro, 1953-",C142
"Calas, Nicolas",
"Calasans Neto, 1932-2006",
"Calasso, Roberto",B338ca
"Calatrava Valls, Santiago, 1951-",
"Calazans, Tânia, ca.1960-",Ct143
"Calcagno, Diego",
"Calcagno, Lawrence, 1916-1993",C144
"Calcaño, Isabel",
"Calcara, Pietro, 1819-1854",
"Calcopietro, Luciano",
"Caldarella, César",
"Caldas Júnior, Waltercio, 1946-",C145
"Caldas, Beatriz",
"Caldas, Dario",C145u
"Caldas, Felipe Bernardes",G154c
"Caldas, Felipe, 1986-",Cf145
"Caldas, Ismael, 1944-",
"Caldas, J. E. Smith",
"Caldas, João",
"Caldas, José",
"Caldas, José Janine",
"Caldas, Laura Castro",
"Caldas, Leo",
"Caldas, MAR",
"Caldas, Mauricio",
"Caldas, Zanine, 1919-2001",Cz31
"Caldeira, Glaucio, 1963-",Cg146
"Caldeira, Jorge",C146h
"Caldeira, Marco Antônio Corbucci",
"Caldeira, Paulo da Terra",
"Calder, Alexander, 1898-1976",C146
"Caldera Márquez, Elio",
"Calderara, Antonio, 1903-1978",Ca146
"Calderari, Fernando, 1939-",
"Calderini, Guglielmo, 1837-1916",
"Calderini, Marco",V432c
"Calderon de La Barca, Pedro, 1600-1681",
"Calderon de La Vara, Valentin",MS986c
"Calderón Schrader, Camilo",
"Calderón, Camilo",Hm557c
"Calderon, Fernando, 1928-2003",
"Calderón, Marta",
"Caldirola, Maurizio",
"Caldwell, Colin",
"Caldwell, David H",C147q
"Caldwell, John",
"Caldwell, Priscilla Vail",
"Caleca, Antonio",MS986c
"Caleca, Santi",
"Calegari, Giulio",
"Calero-Boudoin, Caroline",
"Caley, Shaun",
"Calgan, Hugo, 1852-",C151
"Calhau, Fernando, 1948-",
"Calheiros, Alex",
"Calheiros, Renan",
"Cali, François",C153a
"Caliendo Jr., José",
"Calígula, Imperador de Roma, 12-41 D.C",
"Calil, Carlos Augusto",
"Calil, Franções",
"Calil, François",
"Calímaco, 450A.C.-400A.C",
"Calina, Andréa Sapolnik",
"Calina, Luiz",
"Calingaert, Efrem G.",
"Calirman, Claudia",C154a
"Calissendorff, Sven Axel Rolf, 1953-",
"Calisti, Cesare",
Calixto Et Al,
"Calixto, Benedito, 1853-1927",C154
"Calixto, João, 1922-1994",
"Calixto, Nilva Leda, 194?-",
"Cáliz, Ramón Rivera",
"Call, Michael J.",C156
"Callado, Antonio",
"Callado, Julio",
"Callaghan, Dympna",
"Callahan, Harry, 1912-1999",C156
"Callanan, Martin John, 1982-",
"Callas, Peter, 1951-",C156
"Callcott, Augustus Wall, 1779-1844",C156
"Calle Orozco, Jairo",C157p
"Calle, Johanna, 1965-",Cj157
"Calle, Sophie, 1953-",C157
"Callegari, Adolfo",
"Callegari, Bruna",
"Callegari, Guilherme, 1986-",
"Callegari, Piera",R418cp
"Callen, Anthea",C157
"Callet, Antoine-François, 1741-1823",C157
"Callewaert, Marc",
"Calleya, Beth Barth",
"Calliera, Galliano",C158
"Callizo Soneiro, Javier Callizo",
"Callot, Jacques, 1592-1635",C163
"Cally, Miguel",
"Callyannis, Manolis, 1923-2010",Cm163
"Calmon, João, 1916-1999",C164
"Calmon, Pedro",
"Calo, Aldo, 1910-1983",C165
"Calo, Giovanni",T655c
"Calónico, Cristián",
"Calosso, Achille Bertini, 1882-1955",C165
"Calrberg, Camilla",
"Calvert, Albert F",G724c
"Calvert, Gill",
"Calves, Maurizio",
"Calvesi, Maurizio",C167f
"Calvet, Christiano",
"Calvet, Melita Ximena",
"Calvet, Rosa Franquet",
"Calvi Di Bergolo, Gregorio, 1904-1995",C168
"Calvi, Gian",
"Calvi, Ignazio",L581ci
"Calvino, Ítalo",
"Calvo Sastre, Ana María",
"Calvo Serraller, Francisco",C169e
"Calvo, Aldo, 1906-1990",
"Calvo, Ana",
"Calvo, Carmen, 1950-",
"Calvo, Felipe",C169m
"Calvocoressi, Richard",C874c
"Calvozo, Fernando",
"Calza, Cristiane",
"Calza, Guido",
"Calzada, Humberto, 1944-",C171
"Calzadilla, Guillermo, 1971-",
"Calzadilla, Juan",C171a
"Calzaferri, B.",
"Calzavacca, Franca",
"Calzavara, Ana, 1971-",
"Calzini, Raffaele",C171v
